ID Contrat,ID Client,ID Produit,ID Agent,ID Agence,Date Début,Date Fin,Statut Contrat,Montant Prime,Montant Commission,Fréquence Paiement,Renouvelé,Mode Paiement,Durée Contrat Mois
CTR-00180,CLT-0464,PRD-001,AGT-016,AGC-002,2023-08-31,2024-08-25,Expiré,4557000,365000,Annuelle,Non,Chèque,12
CTR-00181,CLT-0292,PRD-001,AGT-059,AGC-012,2024-06-30,2027-06-15,Actif,2888000,231000,Mensuelle,Non,Espèces,36
CTR-00182,CLT-0822,PRD-003,AGT-015,AGC-002,2025-02-10,2026-02-05,Actif,3957000,356000,Trimestrielle,Non,Espèces,12
CTR-00183,CLT-0306,PRD-005,AGT-024,AGC-003,2024-10-18,2027-10-03,Actif,567000,34000,Semestrielle,Non,Espèces,36
CTR-00184,CLT-0049,PRD-007,AGT-006,AGC-001,2025-06-01,2027-05-22,Actif,31784000,3814000,Mensuelle,Oui,Chèque,24
CTR-00185,CLT-0378,PRD-007,AGT-025,AGC-004,2024-12-05,2026-11-25,Actif,36698000,4404000,Mensuelle,Non,Chèque,24
CTR-00186,CLT-0077,PRD-002,AGT-038,AGC-006,2023-10-04,2025-09-23,Résilié,8668000,867000,Mensuelle,Non,Mobile Money,24
CTR-00187,CLT-0152,PRD-006,AGT-054,AGC-010,2024-10-14,2025-10-09,Expiré,15552000,1711000,Semestrielle,Non,Chèque,12
CTR-00188,CLT-0330,PRD-006,AGT-025,AGC-004,2023-09-28,2025-09-17,Expiré,12060000,1327000,Mensuelle,Non,Virement bancaire,24
CTR-00189,CLT-0877,PRD-002,AGT-008,AGC-001,2023-03-03,2024-02-26,Expiré,9507000,951000,Trimestrielle,Oui,Mobile Money,12
CTR-00190,CLT-0834,PRD-004,AGT-027,AGC-004,2025-02-17,2028-02-02,Actif,6960000,487000,Annuelle,Non,Espèces,36
CTR-00191,CLT-0134,PRD-002,AGT-021,AGC-003,2025-06-07,2027-05-28,Actif,5624000,562000,Mensuelle,Oui,Mobile Money,24
CTR-00192,CLT-0703,PRD-002,AGT-049,AGC-009,2023-05-31,2024-05-25,Expiré,4882000,488000,Trimestrielle,Oui,Mobile Money,12
CTR-00193,CLT-0488,PRD-005,AGT-020,AGC-003,2023-05-02,2026-04-16,Actif,485000,29000,Mensuelle,Non,Mobile Money,36
CTR-00194,CLT-0521,PRD-003,AGT-020,AGC-003,2023-04-11,2024-04-05,Expiré,14136000,1272000,Mensuelle,Oui,Espèces,12
CTR-00195,CLT-0283,PRD-004,AGT-028,AGC-004,2023-04-22,2025-04-11,Expiré,8713000,610000,Mensuelle,Oui,Espèces,24
CTR-00196,CLT-0273,PRD-002,AGT-027,AGC-004,2023-08-20,2025-08-09,Expiré,11569000,1157000,Mensuelle,Oui,Carte bancaire,24
CTR-00197,CLT-0709,PRD-002,AGT-013,AGC-002,2023-12-22,2025-12-11,Expiré,6304000,630000,Mensuelle,Oui,Chèque,24
CTR-00198,CLT-0638,PRD-003,AGT-013,AGC-002,2023-06-24,2024-06-18,Expiré,5248000,472000,Mensuelle,Non,Espèces,12
CTR-00199,CLT-0486,PRD-003,AGT-005,AGC-001,2025-06-21,2026-06-16,Actif,11150000,1004000,Semestrielle,Non,Chèque,12
CTR-00200,CLT-0598,PRD-001,AGT-054,AGC-010,2023-04-23,2024-04-17,Expiré,5964000,477000,Mensuelle,Oui,Mobile Money,12
CTR-00201,CLT-0774,PRD-001,AGT-005,AGC-001,2025-04-03,2027-03-24,Actif,3084000,247000,Annuelle,Non,Mobile Money,24
CTR-00202,CLT-0499,PRD-002,AGT-024,AGC-003,2023-12-28,2024-12-22,Expiré,9964000,996000,Annuelle,Non,Carte bancaire,12
CTR-00203,CLT-0496,PRD-001,AGT-035,AGC-006,2023-06-01,2026-05-16,Actif,4497000,360000,Mensuelle,Non,Mobile Money,36
CTR-00204,CLT-0251,PRD-004,AGT-043,AGC-007,2024-01-04,2024-12-29,Expiré,10149000,710000,Mensuelle,Oui,Mobile Money,12
CTR-00205,CLT-0642,PRD-005,AGT-054,AGC-010,2025-06-16,2026-06-11,Actif,1082000,65000,Annuelle,Non,Mobile Money,12
CTR-00206,CLT-0428,PRD-008,AGT-013,AGC-002,2023-02-12,2024-02-07,Expiré,77563000,10083000,Annuelle,Oui,Virement bancaire,12
CTR-00207,CLT-0812,PRD-006,AGT-010,AGC-002,2024-05-25,2027-05-10,Actif,7943000,874000,Trimestrielle,Non,Mobile Money,36
CTR-00208,CLT-0572,PRD-005,AGT-014,AGC-002,2023-03-08,2025-02-25,Expiré,497000,30000,Semestrielle,Oui,Espèces,24
CTR-00209,CLT-0314,PRD-001,AGT-024,AGC-003,2023-01-01,2023-12-27,Expiré,4576000,366000,Trimestrielle,Non,Chèque,12
CTR-00210,CLT-0575,PRD-001,AGT-005,AGC-001,2023-05-27,2026-05-11,Actif,2189000,175000,Mensuelle,Non,Mobile Money,36
CTR-00211,CLT-0485,PRD-008,AGT-016,AGC-002,2024-03-08,2025-03-03,Résilié,98533000,12809000,Annuelle,Non,Virement bancaire,12
CTR-00212,CLT-0178,PRD-004,AGT-037,AGC-006,2025-04-03,2026-03-29,Actif,6783000,475000,Mensuelle,Oui,Virement bancaire,12
CTR-00213,CLT-0309,PRD-002,AGT-017,AGC-002,2024-07-12,2025-07-07,Expiré,10671000,1067000,Trimestrielle,Oui,Virement bancaire,12
CTR-00214,CLT-0516,PRD-008,AGT-043,AGC-007,2023-12-29,2024-12-23,Expiré,45769000,5950000,Semestrielle,Oui,Chèque,12
CTR-00215,CLT-0432,PRD-001,AGT-005,AGC-001,2025-03-16,2026-03-11,Actif,3293000,263000,Trimestrielle,Oui,Virement bancaire,12
CTR-00216,CLT-0301,PRD-001,AGT-050,AGC-009,2024-02-17,2026-02-06,Actif,3120000,250000,Trimestrielle,Non,Carte bancaire,24
CTR-00217,CLT-0087,PRD-001,AGT-049,AGC-009,2023-12-08,2024-12-02,Résilié,4240000,339000,Semestrielle,Non,Carte bancaire,12
CTR-00218,CLT-0125,PRD-006,AGT-035,AGC-006,2024-12-19,2025-12-14,Expiré,19808000,2179000,Mensuelle,Non,Virement bancaire,12
CTR-00219,CLT-0873,PRD-001,AGT-035,AGC-006,2025-04-04,2026-03-30,Actif,3907000,313000,Mensuelle,Oui,Virement bancaire,12
CTR-00220,CLT-0124,PRD-004,AGT-011,AGC-002,2024-04-30,2025-04-25,Expiré,4735000,331000,Mensuelle,Non,Mobile Money,12
CTR-00221,CLT-0189,PRD-007,AGT-051,AGC-009,2025-04-21,2027-04-11,Actif,31956000,3835000,Mensuelle,Non,Espèces,24
CTR-00222,CLT-0023,PRD-002,AGT-046,AGC-008,2023-06-24,2024-06-18,Expiré,5603000,560000,Mensuelle,Non,Espèces,12
CTR-00223,CLT-0603,PRD-004,AGT-038,AGC-006,2024-01-31,2026-01-20,Actif,2751000,193000,Trimestrielle,Non,Espèces,24
CTR-00224,CLT-0469,PRD-001,AGT-022,AGC-003,2023-11-07,2024-11-01,Expiré,3800000,304000,Annuelle,Non,Mobile Money,12
CTR-00225,CLT-0143,PRD-003,AGT-042,AGC-007,2023-01-10,2025-12-25,Expiré,13270000,1194000,Trimestrielle,Non,Virement bancaire,36
CTR-00226,CLT-0400,PRD-004,AGT-003,AGC-001,2023-12-27,2025-12-16,Expiré,6368000,446000,Mensuelle,Non,Carte bancaire,24
CTR-00227,CLT-0675,PRD-002,AGT-024,AGC-003,2024-10-22,2025-10-17,Résilié,8847000,885000,Mensuelle,Non,Virement bancaire,12
CTR-00228,CLT-0520,PRD-006,AGT-026,AGC-004,2024-12-15,2025-12-10,Résilié,11962000,1316000,Semestrielle,Non,Mobile Money,12
CTR-00229,CLT-0047,PRD-001,AGT-041,AGC-007,2023-04-09,2025-03-29,Expiré,4701000,376000,Mensuelle,Oui,Carte bancaire,24
CTR-00230,CLT-0940,PRD-006,AGT-012,AGC-002,2025-01-15,2027-01-05,Actif,20116000,2213000,Mensuelle,Non,Virement bancaire,24
CTR-00231,CLT-0118,PRD-001,AGT-043,AGC-007,2025-02-20,2026-02-15,Actif,3710000,297000,Mensuelle,Oui,Espèces,12
CTR-00232,CLT-0461,PRD-003,AGT-059,AGC-012,2023-07-20,2024-07-14,Expiré,10292000,926000,Mensuelle,Oui,Carte bancaire,12
CTR-00233,CLT-0829,PRD-006,AGT-001,AGC-001,2024-10-06,2027-09-21,Actif,6924000,762000,Mensuelle,Oui,Espèces,36
CTR-00234,CLT-0793,PRD-003,AGT-030,AGC-005,2023-12-15,2024-12-09,Expiré,16745000,1507000,Trimestrielle,Non,Carte bancaire,12
CTR-00235,CLT-0585,PRD-007,AGT-027,AGC-004,2024-09-25,2026-09-15,Actif,52671000,6321000,Trimestrielle,Non,Virement bancaire,24
CTR-00236,CLT-0895,PRD-001,AGT-009,AGC-001,2023-11-02,2024-10-27,Expiré,1680000,134000,Mensuelle,Non,Carte bancaire,12
CTR-00237,CLT-0297,PRD-008,AGT-015,AGC-002,2023-03-11,2025-02-28,Expiré,44994000,5849000,Mensuelle,Oui,Mobile Money,24
CTR-00238,CLT-0626,PRD-004,AGT-018,AGC-003,2024-07-13,2026-07-03,Actif,2776000,194000,Annuelle,Non,Mobile Money,24
CTR-00239,CLT-0031,PRD-001,AGT-019,AGC-003,2023-12-09,2025-11-28,Expiré,2215000,177000,Trimestrielle,Non,Carte bancaire,24
CTR-00240,CLT-0935,PRD-007,AGT-011,AGC-002,2025-04-04,2028-03-19,Actif,55216000,6626000,Annuelle,Non,Espèces,36
CTR-00241,CLT-0073,PRD-008,AGT-034,AGC-005,2023-03-24,2025-03-13,Expiré,24710000,3212000,Mensuelle,Non,Mobile Money,24
CTR-00242,CLT-0231,PRD-005,AGT-020,AGC-003,2025-03-11,2027-03-01,Actif,2437000,146000,Mensuelle,Oui,Carte bancaire,24
CTR-00243,CLT-0831,PRD-002,AGT-033,AGC-005,2024-11-29,2026-11-19,Actif,4145000,414000,Trimestrielle,Non,Mobile Money,24
CTR-00244,CLT-0129,PRD-003,AGT-019,AGC-003,2023-04-29,2024-04-23,Résilié,14790000,1331000,Trimestrielle,Non,Espèces,12
CTR-00245,CLT-0448,PRD-008,AGT-011,AGC-002,2024-08-25,2025-08-20,Expiré,71443000,9288000,Trimestrielle,Non,Espèces,12
CTR-00246,CLT-0822,PRD-001,AGT-040,AGC-007,2023-03-20,2024-03-14,Expiré,2489000,199000,Semestrielle,Oui,Carte bancaire,12
CTR-00247,CLT-0300,PRD-001,AGT-023,AGC-003,2023-05-06,2025-04-25,Expiré,5750000,460000,Semestrielle,Oui,Carte bancaire,24
CTR-00248,CLT-0920,PRD-008,AGT-014,AGC-002,2024-01-11,2025-12-31,Actif,36951000,4804000,Trimestrielle,Non,Mobile Money,24
CTR-00249,CLT-0715,PRD-004,AGT-006,AGC-001,2024-02-25,2026-02-14,Actif,6353000,445000,Mensuelle,Oui,Espèces,24
CTR-00250,CLT-1000,PRD-004,AGT-013,AGC-002,2023-05-06,2024-04-30,Résilié,2994000,210000,Annuelle,Non,Virement bancaire,12
CTR-00251,CLT-0666,PRD-006,AGT-056,AGC-011,2024-05-25,2026-05-15,Actif,10406000,1145000,Trimestrielle,Non,Chèque,24
CTR-00252,CLT-0062,PRD-002,AGT-033,AGC-005,2023-01-20,2025-01-09,Expiré,4355000,436000,Mensuelle,Oui,Mobile Money,24
CTR-00253,CLT-0054,PRD-005,AGT-006,AGC-001,2023-01-27,2026-01-11,Actif,1960000,118000,Annuelle,Non,Mobile Money,36
CTR-00254,CLT-0772,PRD-004,AGT-042,AGC-007,2025-01-13,2027-01-03,Actif,5039000,353000,Semestrielle,Non,Virement bancaire,24
CTR-00255,CLT-0059,PRD-007,AGT-032,AGC-005,2025-05-29,2028-05-13,Actif,36738000,4409000,Semestrielle,Oui,Carte bancaire,36
CTR-00256,CLT-0267,PRD-001,AGT-023,AGC-003,2023-09-01,2024-08-26,Expiré,4299000,344000,Mensuelle,Non,Mobile Money,12
CTR-00257,CLT-0556,PRD-002,AGT-030,AGC-005,2024-09-22,2025-09-17,Expiré,6004000,600000,Annuelle,Non,Espèces,12
CTR-00258,CLT-0315,PRD-004,AGT-014,AGC-002,2025-05-17,2026-05-12,Actif,5239000,367000,Trimestrielle,Non,Chèque,12
CTR-00259,CLT-0492,PRD-005,AGT-033,AGC-005,2023-03-01,2024-02-24,Expiré,3420000,205000,Annuelle,Non,Mobile Money,12
CTR-00260,CLT-0265,PRD-006,AGT-017,AGC-002,2023-05-11,2024-05-05,Expiré,22425000,2467000,Mensuelle,Non,Virement bancaire,12
CTR-00261,CLT-0189,PRD-005,AGT-051,AGC-009,2023-02-12,2024-02-07,Expiré,2394000,144000,Annuelle,Non,Espèces,12
CTR-00262,CLT-0866,PRD-007,AGT-023,AGC-003,2023-02-15,2025-02-04,Expiré,13874000,1665000,Trimestrielle,Non,Mobile Money,24
CTR-00263,CLT-0334,PRD-004,AGT-052,AGC-009,2023-03-15,2025-03-04,Résilié,3002000,210000,Trimestrielle,Non,Carte bancaire,24
CTR-00264,CLT-0344,PRD-008,AGT-054,AGC-010,2024-04-26,2027-04-11,Actif,37055000,4817000,Trimestrielle,Oui,Mobile Money,36
CTR-00265,CLT-0154,PRD-008,AGT-004,AGC-001,2025-04-07,2026-04-02,Actif,68683000,8929000,Annuelle,Non,Virement bancaire,12
CTR-00266,CLT-0963,PRD-002,AGT-049,AGC-009,2024-11-03,2026-10-24,Actif,7049000,705000,Mensuelle,Non,Espèces,24
CTR-00267,CLT-0958,PRD-008,AGT-034,AGC-005,2024-10-07,2025-10-02,Expiré,69978000,9097000,Trimestrielle,Non,Espèces,12
CTR-00268,CLT-0484,PRD-005,AGT-027,AGC-004,2023-10-03,2024-09-27,Expiré,2304000,138000,Annuelle,Non,Chèque,12
CTR-00269,CLT-0237,PRD-003,AGT-040,AGC-007,2024-12-10,2025-12-05,Expiré,13563000,1221000,Trimestrielle,Non,Mobile Money,12
CTR-00270,CLT-0937,PRD-003,AGT-026,AGC-004,2024-04-04,2026-03-25,Actif,5757000,518000,Annuelle,Non,Chèque,24
CTR-00271,CLT-0251,PRD-006,AGT-022,AGC-003,2024-11-12,2025-11-07,Expiré,13242000,1457000,Mensuelle,Oui,Mobile Money,12
CTR-00272,CLT-0152,PRD-004,AGT-036,AGC-006,2023-07-04,2025-06-23,Expiré,2846000,199000,Semestrielle,Oui,Chèque,24
CTR-00273,CLT-0761,PRD-001,AGT-052,AGC-009,2023-01-25,2025-01-14,Résilié,1963000,157000,Annuelle,Non,Chèque,24
CTR-00274,CLT-0926,PRD-003,AGT-009,AGC-001,2023-09-05,2025-08-25,Expiré,13769000,1239000,Semestrielle,Non,Virement bancaire,24
CTR-00275,CLT-0740,PRD-001,AGT-042,AGC-007,2024-04-04,2027-03-20,Actif,3708000,297000,Trimestrielle,Non,Carte bancaire,36
CTR-00276,CLT-0717,PRD-001,AGT-011,AGC-002,2023-06-05,2025-05-25,Expiré,2795000,224000,Trimestrielle,Non,Mobile Money,24
CTR-00277,CLT-0521,PRD-006,AGT-011,AGC-002,2023-08-26,2024-08-20,Expiré,16283000,1791000,Semestrielle,Non,Carte bancaire,12
CTR-00278,CLT-0437,PRD-002,AGT-024,AGC-003,2023-07-02,2026-06-16,Actif,4335000,434000,Annuelle,Non,Virement bancaire,36
CTR-00279,CLT-0441,PRD-004,AGT-034,AGC-005,2023-11-18,2024-11-12,Expiré,3572000,250000,Trimestrielle,Oui,Carte bancaire,12
CTR-00280,CLT-0296,PRD-008,AGT-011,AGC-002,2023-08-26,2025-08-15,Expiré,49339000,6414000,Annuelle,Non,Espèces,24
CTR-00281,CLT-0925,PRD-001,AGT-055,AGC-010,2025-03-29,2026-03-24,Actif,3209000,257000,Trimestrielle,Non,Mobile Money,12
CTR-00282,CLT-0971,PRD-004,AGT-044,AGC-007,2023-05-10,2025-04-29,Expiré,2767000,194000,Annuelle,Non,Mobile Money,24
CTR-00283,CLT-0443,PRD-004,AGT-003,AGC-001,2023-10-13,2025-10-02,Expiré,7102000,497000,Annuelle,Oui,Virement bancaire,24
CTR-00284,CLT-0335,PRD-001,AGT-021,AGC-003,2024-10-07,2026-09-27,Actif,3852000,308000,Semestrielle,Oui,Carte bancaire,24
CTR-00285,CLT-0040,PRD-003,AGT-058,AGC-011,2023-11-22,2024-11-16,Expiré,13052000,1175000,Annuelle,Non,Virement bancaire,12
CTR-00286,CLT-0252,PRD-001,AGT-019,AGC-003,2024-11-20,2025-11-15,Expiré,3196000,256000,Trimestrielle,Oui,Espèces,12
CTR-00287,CLT-0651,PRD-007,AGT-058,AGC-011,2025-02-06,2026-02-01,Actif,31716000,3806000,Semestrielle,Non,Virement bancaire,12
CTR-00288,CLT-0040,PRD-003,AGT-016,AGC-002,2024-10-08,2025-10-03,Expiré,8811000,793000,Mensuelle,Non,Mobile Money,12
CTR-00289,CLT-0238,PRD-007,AGT-038,AGC-006,2025-03-26,2027-03-16,Actif,48273000,5793000,Mensuelle,Oui,Mobile Money,24
CTR-00290,CLT-0987,PRD-007,AGT-042,AGC-007,2024-03-05,2027-02-18,Actif,26270000,3152000,Mensuelle,Non,Mobile Money,36
CTR-00291,CLT-0327,PRD-005,AGT-021,AGC-003,2024-12-22,2025-12-17,Résilié,2148000,129000,Annuelle,Non,Virement bancaire,12
CTR-00292,CLT-0704,PRD-002,AGT-013,AGC-002,2025-06-30,2027-06-20,Actif,7272000,727000,Trimestrielle,Non,Virement bancaire,24
CTR-00293,CLT-0422,PRD-003,AGT-021,AGC-003,2023-09-24,2026-09-08,Actif,6220000,560000,Trimestrielle,Non,Carte bancaire,36
CTR-00294,CLT-0316,PRD-003,AGT-012,AGC-002,2024-07-02,2025-06-27,Expiré,14375000,1294000,Trimestrielle,Non,Virement bancaire,12
CTR-00295,CLT-0021,PRD-008,AGT-007,AGC-001,2023-04-03,2025-03-23,Expiré,41453000,5389000,Mensuelle,Non,Espèces,24
CTR-00296,CLT-0216,PRD-003,AGT-012,AGC-002,2025-05-08,2026-05-03,Actif,13317000,1199000,Annuelle,Oui,Chèque,12
CTR-00297,CLT-0340,PRD-003,AGT-031,AGC-005,2023-01-14,2024-01-09,Expiré,21480000,1933000,Trimestrielle,Oui,Mobile Money,12
CTR-00298,CLT-0161,PRD-002,AGT-004,AGC-001,2023-02-04,2024-01-30,Expiré,10272000,1027000,Mensuelle,Non,Virement bancaire,12
CTR-00299,CLT-0277,PRD-007,AGT-009,AGC-001,2025-01-09,2026-12-30,Actif,46632000,5596000,Semestrielle,Oui,Mobile Money,24
CTR-00300,CLT-0942,PRD-001,AGT-043,AGC-007,2023-07-18,2025-07-07,Résilié,4247000,340000,Trimestrielle,Non,Virement bancaire,24
CTR-00301,CLT-0310,PRD-002,AGT-014,AGC-002,2024-11-02,2025-10-28,Expiré,7436000,744000,Trimestrielle,Oui,Mobile Money,12
CTR-00302,CLT-0292,PRD-008,AGT-026,AGC-004,2024-01-27,2025-01-21,Expiré,69514000,9037000,Trimestrielle,Oui,Espèces,12
CTR-00303,CLT-0230,PRD-004,AGT-004,AGC-001,2024-04-02,2025-03-28,Expiré,6500000,455000,Annuelle,Oui,Chèque,12
CTR-00304,CLT-0098,PRD-004,AGT-017,AGC-002,2024-08-30,2025-08-25,Expiré,7655000,536000,Semestrielle,Non,Virement bancaire,12
CTR-00305,CLT-0239,PRD-001,AGT-028,AGC-004,2023-11-15,2025-11-04,Résilié,1628000,130000,Semestrielle,Non,Virement bancaire,24
CTR-00306,CLT-0893,PRD-001,AGT-044,AGC-007,2025-03-24,2026-03-19,Actif,3249000,260000,Mensuelle,Non,Mobile Money,12
CTR-00307,CLT-0495,PRD-004,AGT-049,AGC-009,2023-04-18,2024-04-12,Expiré,2891000,202000,Trimestrielle,Oui,Espèces,12
CTR-00308,CLT-0203,PRD-003,AGT-059,AGC-012,2025-06-25,2026-06-20,Actif,8319000,749000,Trimestrielle,Non,Virement bancaire,12
CTR-00309,CLT-0561,PRD-003,AGT-002,AGC-001,2024-03-21,2027-03-06,Actif,11639000,1048000,Mensuelle,Non,Mobile Money,36
CTR-00310,CLT-0911,PRD-003,AGT-036,AGC-006,2023-10-25,2024-10-19,Expiré,10368000,933000,Trimestrielle,Non,Mobile Money,12
CTR-00311,CLT-0474,PRD-002,AGT-023,AGC-003,2025-01-07,2027-12-23,Actif,11423000,1142000,Semestrielle,Oui,Mobile Money,36
CTR-00312,CLT-0326,PRD-003,AGT-002,AGC-001,2023-01-06,2024-01-01,Expiré,11329000,1020000,Trimestrielle,Non,Espèces,12
CTR-00313,CLT-0480,PRD-004,AGT-009,AGC-001,2025-06-23,2026-06-18,Actif,6402000,448000,Mensuelle,Non,Carte bancaire,12
CTR-00314,CLT-0889,PRD-003,AGT-042,AGC-007,2024-10-01,2026-09-21,Actif,14212000,1279000,Semestrielle,Non,Mobile Money,24
CTR-00315,CLT-0607,PRD-001,AGT-042,AGC-007,2023-07-02,2024-06-26,Expiré,4289000,343000,Annuelle,Non,Mobile Money,12
CTR-00316,CLT-0791,PRD-007,AGT-034,AGC-005,2024-11-15,2027-10-31,Actif,20465000,2456000,Mensuelle,Oui,Mobile Money,36
CTR-00317,CLT-0952,PRD-007,AGT-003,AGC-001,2024-05-01,2026-04-21,Actif,26167000,3140000,Mensuelle,Non,Mobile Money,24
CTR-00318,CLT-0451,PRD-003,AGT-027,AGC-004,2024-05-27,2026-05-17,Actif,5889000,530000,Annuelle,Oui,Virement bancaire,24
CTR-00319,CLT-0364,PRD-002,AGT-029,AGC-004,2023-03-22,2025-03-11,Résilié,11643000,1164000,Annuelle,Non,Carte bancaire,24
CTR-00320,CLT-0729,PRD-001,AGT-021,AGC-003,2024-05-16,2026-05-06,Actif,2377000,190000,Annuelle,Oui,Virement bancaire,24
CTR-00321,CLT-0183,PRD-001,AGT-021,AGC-003,2025-02-28,2027-02-18,Actif,6197000,496000,Semestrielle,Oui,Chèque,24
CTR-00322,CLT-0962,PRD-002,AGT-023,AGC-003,2023-01-11,2024-01-06,Expiré,6993000,699000,Trimestrielle,Non,Chèque,12
CTR-00323,CLT-0938,PRD-002,AGT-058,AGC-011,2023-10-07,2024-10-01,Expiré,7830000,783000,Semestrielle,Oui,Mobile Money,12
CTR-00324,CLT-0641,PRD-001,AGT-030,AGC-005,2025-06-02,2027-05-23,Actif,4960000,397000,Trimestrielle,Non,Espèces,24
CTR-00325,CLT-0768,PRD-007,AGT-040,AGC-007,2023-02-09,2024-02-04,Expiré,45666000,5480000,Mensuelle,Non,Carte bancaire,12
CTR-00326,CLT-0085,PRD-003,AGT-049,AGC-009,2024-03-30,2026-03-20,Actif,4779000,430000,Trimestrielle,Oui,Chèque,24
CTR-00327,CLT-0199,PRD-005,AGT-042,AGC-007,2025-05-07,2027-04-27,Actif,2279000,137000,Mensuelle,Non,Chèque,24
CTR-00328,CLT-0740,PRD-008,AGT-028,AGC-004,2024-03-02,2026-02-20,Actif,65223000,8479000,Annuelle,Oui,Mobile Money,24
CTR-00329,CLT-0747,PRD-002,AGT-001,AGC-001,2023-10-10,2025-09-29,Expiré,7274000,727000,Annuelle,Non,Chèque,24
CTR-00330,CLT-0319,PRD-002,AGT-020,AGC-003,2024-04-22,2025-04-17,Expiré,8530000,853000,Mensuelle,Non,Espèces,12
CTR-00331,CLT-0748,PRD-001,AGT-010,AGC-002,2025-02-24,2026-02-19,Actif,2750000,220000,Trimestrielle,Non,Carte bancaire,12
CTR-00332,CLT-0966,PRD-002,AGT-050,AGC-009,2025-02-04,2027-01-25,Actif,6421000,642000,Semestrielle,Oui,Espèces,24
CTR-00333,CLT-0144,PRD-004,AGT-024,AGC-003,2023-07-12,2024-07-06,Expiré,8855000,620000,Trimestrielle,Oui,Espèces,12
CTR-00334,CLT-0364,PRD-004,AGT-023,AGC-003,2024-06-19,2025-06-14,Expiré,7822000,548000,Annuelle,Oui,Mobile Money,12
CTR-00335,CLT-0551,PRD-004,AGT-060,AGC-012,2023-12-22,2025-12-11,Expiré,4021000,281000,Annuelle,Oui,Virement bancaire,24
CTR-00336,CLT-0761,PRD-006,AGT-004,AGC-001,2023-09-22,2024-09-16,Expiré,23438000,2578000,Semestrielle,Non,Mobile Money,12
CTR-00337,CLT-0479,PRD-004,AGT-021,AGC-003,2024-11-05,2025-10-31,Expiré,8351000,585000,Annuelle,Non,Espèces,12
CTR-00338,CLT-0432,PRD-003,AGT-018,AGC-003,2023-07-11,2026-06-25,Actif,6675000,601000,Mensuelle,Non,Espèces,36
CTR-00339,CLT-0829,PRD-005,AGT-033,AGC-005,2025-01-18,2026-01-13,Actif,2135000,128000,Trimestrielle,Oui,Mobile Money,12
CTR-00340,CLT-0695,PRD-003,AGT-004,AGC-001,2025-02-20,2028-02-05,Actif,14123000,1271000,Trimestrielle,Oui,Mobile Money,36
CTR-00341,CLT-0592,PRD-003,AGT-009,AGC-001,2023-06-20,2026-06-04,Actif,13639000,1228000,Annuelle,Non,Espèces,36
CTR-00342,CLT-0996,PRD-004,AGT-006,AGC-001,2025-03-18,2028-03-02,Actif,8792000,615000,Annuelle,Oui,Carte bancaire,36
CTR-00343,CLT-0470,PRD-003,AGT-026,AGC-004,2023-07-25,2025-07-14,Expiré,3965000,357000,Mensuelle,Oui,Espèces,24
CTR-00344,CLT-0251,PRD-001,AGT-032,AGC-005,2023-01-06,2024-01-01,Expiré,3857000,309000,Semestrielle,Non,Chèque,12
CTR-00345,CLT-0685,PRD-003,AGT-026,AGC-004,2025-02-20,2028-02-05,Actif,12028000,1083000,Annuelle,Oui,Mobile Money,36
CTR-00346,CLT-0335,PRD-007,AGT-048,AGC-008,2024-09-03,2025-08-29,Expiré,34415000,4130000,Semestrielle,Non,Mobile Money,12
CTR-00347,CLT-0624,PRD-001,AGT-015,AGC-002,2023-12-15,2024-12-09,Expiré,4377000,350000,Mensuelle,Oui,Mobile Money,12
CTR-00348,CLT-0512,PRD-002,AGT-016,AGC-002,2023-04-06,2024-03-31,Expiré,7406000,741000,Trimestrielle,Oui,Carte bancaire,12
CTR-00349,CLT-0036,PRD-002,AGT-056,AGC-011,2023-06-17,2024-06-11,Expiré,4851000,485000,Trimestrielle,Non,Virement bancaire,12
CTR-00350,CLT-0672,PRD-007,AGT-045,AGC-008,2023-06-14,2024-06-08,Expiré,45647000,5478000,Trimestrielle,Oui,Chèque,12
CTR-00351,CLT-0412,PRD-003,AGT-007,AGC-001,2023-09-22,2025-09-11,Expiré,12686000,1142000,Trimestrielle,Non,Carte bancaire,24
CTR-00352,CLT-0730,PRD-003,AGT-027,AGC-004,2023-04-25,2025-04-14,Résilié,11397000,1026000,Trimestrielle,Non,Virement bancaire,24
CTR-00353,CLT-0154,PRD-001,AGT-058,AGC-011,2024-08-27,2025-08-22,Expiré,3651000,292000,Trimestrielle,Non,Mobile Money,12
CTR-00354,CLT-0041,PRD-001,AGT-027,AGC-004,2023-02-21,2025-02-10,Expiré,2383000,191000,Mensuelle,Oui,Carte bancaire,24
CTR-00355,CLT-0556,PRD-002,AGT-016,AGC-002,2023-01-18,2024-01-13,Expiré,4285000,428000,Semestrielle,Oui,Mobile Money,12
CTR-00356,CLT-0406,PRD-002,AGT-002,AGC-001,2023-05-10,2025-04-29,Expiré,7449000,745000,Annuelle,Oui,Virement bancaire,24
CTR-00357,CLT-0250,PRD-008,AGT-055,AGC-010,2025-04-20,2026-04-15,Actif,49381000,6420000,Trimestrielle,Oui,Espèces,12
CTR-00358,CLT-0742,PRD-005,AGT-054,AGC-010,2024-06-08,2027-05-24,Actif,596000,36000,Semestrielle,Non,Mobile Money,36
CTR-00359,CLT-0023,PRD-002,AGT-040,AGC-007,2025-05-06,2028-04-20,Actif,11721000,1172000,Semestrielle,Non,Chèque,36
